expiry_str,expiry_date,strike,type,mark_iv,mark_price,underlying_price,open_interest,bid_price,ask_price,best_bid_price,best_ask_price,volume,instrument_name
12DEC25,2025-12-12,2000.0,C,163.02,0.358233,3115.99,3.0,0.3365,0.37,,,0.0,ETH-12DEC25-2000-C
12DEC25,2025-12-12,2000.0,P,163.02,0.000106,3115.99,13603.0,,0.0002,,,230.0,ETH-12DEC25-2000-P
12DEC25,2025-12-12,2200.0,C,137.73,0.294118,3115.96,0.0,0.266,0.317,,,0.0,ETH-12DEC25-2200-C
12DEC25,2025-12-12,2200.0,P,137.73,0.000179,3115.99,7973.0,0.0001,0.0003,,,19.0,ETH-12DEC25-2200-P
12DEC25,2025-12-12,2400.0,C,120.05,0.230232,3115.99,7.0,,0.2625,,,0.0,ETH-12DEC25-2400-C
12DEC25,2025-12-12,2400.0,P,120.05,0.00048,3115.99,6305.0,0.0004,0.0006,,,213.0,ETH-12DEC25-2400-P
12DEC25,2025-12-12,2500.0,C,112.14,0.198489,3115.99,15.0,,0.238,,,0.0,ETH-12DEC25-2500-C
12DEC25,2025-12-12,2500.0,P,112.14,0.000831,3115.99,4840.0,0.0007,0.001,,,208.0,ETH-12DEC25-2500-P
12DEC25,2025-12-12,2600.0,C,103.53,0.166947,3115.99,1118.0,0.165,0.168,,,19.0,ETH-12DEC25-2600-C
12DEC25,2025-12-12,2600.0,P,103.53,0.001382,3115.99,2876.0,0.0013,0.0016,,,324.0,ETH-12DEC25-2600-P
12DEC25,2025-12-12,2650.0,C,100.29,0.151404,3115.99,30.0,,0.191,,,0.0,ETH-12DEC25-2650-C
12DEC25,2025-12-12,2650.0,P,100.29,0.001886,3115.99,1810.0,0.0018,0.002,,,54.0,ETH-12DEC25-2650-P
12DEC25,2025-12-12,2700.0,C,96.18,0.135935,3115.99,575.0,0.134,0.137,,,0.0,ETH-12DEC25-2700-C
12DEC25,2025-12-12,2700.0,P,96.18,0.002464,3115.99,6450.0,0.0024,0.0026,,,177.0,ETH-12DEC25-2700-P
12DEC25,2025-12-12,2750.0,C,92.49,0.120709,3115.99,717.0,0.119,0.1215,,,0.0,ETH-12DEC25-2750-C
12DEC25,2025-12-12,2750.0,P,92.49,0.003284,3115.99,1995.0,0.0032,0.0035,,,61.0,ETH-12DEC25-2750-P
12DEC25,2025-12-12,2800.0,C,88.68,0.105732,3115.99,1846.0,0.104,0.107,,,46.0,ETH-12DEC25-2800-C
12DEC25,2025-12-12,2800.0,P,88.68,0.004355,3115.99,4348.0,0.0042,0.0046,,,225.0,ETH-12DEC25-2800-P
12DEC25,2025-12-12,2850.0,C,85.55,0.09125,3115.99,636.0,0.0895,0.0925,,,0.0,ETH-12DEC25-2850-C
12DEC25,2025-12-12,2850.0,P,85.55,0.005919,3115.99,1513.0,0.0055,0.0065,,,159.0,ETH-12DEC25-2850-P
12DEC25,2025-12-12,2900.0,C,82.66,0.077344,3115.99,1370.0,0.0755,0.0785,,,19.0,ETH-12DEC25-2900-C
12DEC25,2025-12-12,2900.0,P,82.66,0.008061,3115.99,13975.0,0.0075,0.0085,,,162.0,ETH-12DEC25-2900-P
12DEC25,2025-12-12,2950.0,C,80.74,0.064414,3115.99,859.0,0.0625,0.0655,,,68.0,ETH-12DEC25-2950-C
12DEC25,2025-12-12,2950.0,P,80.74,0.011177,3115.99,3536.0,0.0105,0.0115,,,293.0,ETH-12DEC25-2950-P
12DEC25,2025-12-12,3000.0,C,78.79,0.052408,3115.99,8139.0,0.0515,0.0535,,,43.0,ETH-12DEC25-3000-C
12DEC25,2025-12-12,3000.0,P,78.79,0.015218,3115.99,3707.0,0.015,0.0155,,,844.0,ETH-12DEC25-3000-P
12DEC25,2025-12-12,3050.0,C,77.2,0.041635,3115.96,2030.0,0.041,0.0425,,,492.0,ETH-12DEC25-3050-C
12DEC25,2025-12-12,3050.0,P,77.2,0.020492,3115.99,13448.0,0.02,0.021,,,2112.0,ETH-12DEC25-3050-P
12DEC25,2025-12-12,3100.0,C,76.23,0.032361,3115.99,18929.0,0.032,0.033,,,572.0,ETH-12DEC25-3100-C
12DEC25,2025-12-12,3100.0,P,76.23,0.02725,3115.99,17016.0,0.0265,0.028,,,2038.0,ETH-12DEC25-3100-P
12DEC25,2025-12-12,3150.0,C,75.32,0.024472,3115.99,4047.0,0.024,0.025,,,349.0,ETH-12DEC25-3150-C
12DEC25,2025-12-12,3150.0,P,75.32,0.035405,3115.99,2818.0,0.0345,0.036,,,506.0,ETH-12DEC25-3150-P
12DEC25,2025-12-12,3200.0,C,75.07,0.018189,3115.99,3568.0,0.0175,0.0185,,,172.0,ETH-12DEC25-3200-C
12DEC25,2025-12-12,3200.0,P,75.07,0.045186,3115.96,5084.0,0.044,0.046,,,178.0,ETH-12DEC25-3200-P
12DEC25,2025-12-12,3250.0,C,75.09,0.013263,3115.99,4816.0,0.0125,0.0135,,,1221.0,ETH-12DEC25-3250-C
12DEC25,2025-12-12,3250.0,P,75.09,0.056307,3115.99,317.0,0.055,0.057,,,61.0,ETH-12DEC25-3250-P
12DEC25,2025-12-12,3300.0,C,75.46,0.009549,3115.96,6391.0,0.009,0.01,,,2496.0,ETH-12DEC25-3300-C
12DEC25,2025-12-12,3300.0,P,75.46,0.06864,3115.99,193.0,0.0675,0.071,,,97.0,ETH-12DEC25-3300-P
12DEC25,2025-12-12,3350.0,C,75.81,0.006746,3115.99,592.0,0.0065,0.007,,,343.0,ETH-12DEC25-3350-C
12DEC25,2025-12-12,3350.0,P,75.81,0.081878,3115.99,0.0,0.0615,0.1375,,,0.0,ETH-12DEC25-3350-P
12DEC25,2025-12-12,3400.0,C,77.18,0.004881,3115.99,15632.0,0.0046,0.0055,,,2896.0,ETH-12DEC25-3400-C
12DEC25,2025-12-12,3400.0,P,77.18,0.096066,3115.99,47.0,0.068,0.151,,,0.0,ETH-12DEC25-3400-P
12DEC25,2025-12-12,3600.0,C,83.26,0.001355,3115.99,6051.0,0.0012,0.0015,,,2441.0,ETH-12DEC25-3600-C
12DEC25,2025-12-12,3600.0,P,83.26,0.156727,3115.99,106.0,0.154,0.159,,,0.0,ETH-12DEC25-3600-P
12DEC25,2025-12-12,3800.0,C,93.63,0.000552,3115.99,8171.0,0.0005,0.0006,,,1007.0,ETH-12DEC25-3800-C
12DEC25,2025-12-12,3800.0,P,93.63,0.220111,3115.99,8.0,,,,,0.0,ETH-12DEC25-3800-P
12DEC25,2025-12-12,3900.0,C,96.56,0.000315,3115.99,18.0,0.0003,0.0004,,,17.0,ETH-12DEC25-3900-C
12DEC25,2025-12-12,3900.0,P,96.56,0.251968,3115.99,0.0,,,,,0.0,ETH-12DEC25-3900-P
12DEC25,2025-12-12,4000.0,C,101.93,0.000228,3115.99,130.0,0.0002,0.0003,,,30.0,ETH-12DEC25-4000-C
12DEC25,2025-12-12,4000.0,P,101.93,0.283974,3115.99,0.0,,,,,0.0,ETH-12DEC25-4000-P
12DEC25,2025-12-12,4100.0,C,108.98,0.000198,3115.99,468.0,0.0001,0.0003,,,28.0,ETH-12DEC25-4100-C
12DEC25,2025-12-12,4100.0,P,108.98,0.316039,3115.99,0.0,,,,,0.0,ETH-12DEC25-4100-P
12DEC25,2025-12-12,4200.0,C,109.04,9.7e-05,3115.99,245.0,,0.0002,,,11249.0,ETH-12DEC25-4200-C
12DEC25,2025-12-12,4200.0,P,109.04,0.348031,3115.99,0.0,,,,,0.0,ETH-12DEC25-4200-P
19DEC25,2025-12-19,2200.0,C,110.23,0.296209,3117.42,0.0,0.2705,0.313,,,0.0,ETH-19DEC25-2200-C
19DEC25,2025-12-19,2200.0,P,110.23,0.001902,3117.42,2926.0,0.0018,0.0021,,,23.0,ETH-19DEC25-2200-P
19DEC25,2025-12-19,2400.0,C,97.8,0.233724,3117.42,0.0,0.203,0.2545,,,0.0,ETH-19DEC25-2400-C
19DEC25,2025-12-19,2400.0,P,97.8,0.003572,3117.42,3462.0,0.0034,0.0038,,,420.0,ETH-19DEC25-2400-P
19DEC25,2025-12-19,2600.0,C,87.31,0.173192,3117.42,18.0,0.151,0.1845,,,0.0,ETH-19DEC25-2600-C
19DEC25,2025-12-19,2600.0,P,87.31,0.007194,3117.42,2632.0,0.007,0.0075,,,93.0,ETH-19DEC25-2600-P
19DEC25,2025-12-19,2650.0,C,85.07,0.158628,3117.42,18.0,0.14,0.1665,,,0.0,ETH-19DEC25-2650-C
19DEC25,2025-12-19,2650.0,P,85.07,0.008669,3117.42,869.0,0.0085,0.009,,,52.0,ETH-19DEC25-2650-P
19DEC25,2025-12-19,2700.0,C,83.14,0.144451,3117.42,277.0,0.1425,0.1455,,,18.0,ETH-19DEC25-2700-C
19DEC25,2025-12-19,2700.0,P,83.14,0.010529,3117.42,715.0,0.01,0.011,,,60.0,ETH-19DEC25-2700-P
19DEC25,2025-12-19,2750.0,C,81.07,0.130565,3117.42,99.0,0.119,0.133,,,0.0,ETH-19DEC25-2750-C
19DEC25,2025-12-19,2750.0,P,81.07,0.012682,3117.42,1204.0,0.0125,0.013,,,240.0,ETH-19DEC25-2750-P
19DEC25,2025-12-19,2800.0,C,79.32,0.117211,3117.42,606.0,0.1155,0.1185,,,0.0,ETH-19DEC25-2800-C
19DEC25,2025-12-19,2800.0,P,79.32,0.015367,3117.42,1803.0,0.015,0.016,,,21.0,ETH-19DEC25-2800-P
19DEC25,2025-12-19,2850.0,C,77.89,0.104502,3117.42,273.0,0.1025,0.1055,,,0.0,ETH-19DEC25-2850-C
19DEC25,2025-12-19,2850.0,P,77.89,0.018696,3117.42,500.0,0.0185,0.019,,,85.0,ETH-19DEC25-2850-P
19DEC25,2025-12-19,2900.0,C,76.45,0.092343,3117.42,577.0,0.0905,0.0935,,,0.0,ETH-19DEC25-2900-C
