expiry_str,expiry_date,strike,type,mark_iv,mark_price,underlying_price,open_interest,bid_price,ask_price,best_bid_price,best_ask_price,volume,instrument_name
26DEC25,2025-12-26,40000.0,P,123.07,6.305e-05,90317.89,1165.6,,0.0001,,,2.5,BTC-26DEC25-40000-P
26DEC25,2025-12-26,50000.0,C,99.25,0.44655105,90323.05,42.2,0.4455,0.447,,,0.0,BTC-26DEC25-50000-C
26DEC25,2025-12-26,50000.0,P,99.25,0.00015975,90323.05,1432.7,0.0001,0.0002,,,0.1,BTC-26DEC25-50000-P
26DEC25,2025-12-26,60000.0,C,82.13,0.33624783,90323.05,54.4,0.335,0.337,,,0.0,BTC-26DEC25-60000-C
26DEC25,2025-12-26,60000.0,P,82.13,0.00057827,90317.89,1802.9,0.0005,0.0006,,,9.2,BTC-26DEC25-60000-P
26DEC25,2025-12-26,65000.0,C,74.62,0.28144371,90323.05,75.0,0.28,0.282,,,0.0,BTC-26DEC25-65000-C
26DEC25,2025-12-26,65000.0,P,74.62,0.00113502,90323.05,2488.4,0.001,0.0012,,,19.9,BTC-26DEC25-65000-P
26DEC25,2025-12-26,70000.0,C,67.99,0.22727575,90323.05,59.7,0.2255,0.228,,,0.5,BTC-26DEC25-70000-C
26DEC25,2025-12-26,70000.0,P,67.99,0.00232793,90323.05,2986.9,0.0022,0.0024,,,27.8,BTC-26DEC25-70000-P
26DEC25,2025-12-26,75000.0,C,61.39,0.17425219,90323.05,371.1,0.1725,0.175,,,4.5,BTC-26DEC25-75000-C
26DEC25,2025-12-26,75000.0,P,61.39,0.00466524,90323.05,4322.8,0.0045,0.0048,,,53.5,BTC-26DEC25-75000-P
26DEC25,2025-12-26,80000.0,C,55.81,0.1239425,90317.89,975.7,0.1225,0.1245,,,2.3,BTC-26DEC25-80000-C
26DEC25,2025-12-26,80000.0,P,55.81,0.00971641,90323.05,6707.9,0.0095,0.01,,,78.8,BTC-26DEC25-80000-P
